Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
0.503573, 4.63028e-07, 0.104018, 372.191, 0.0987121
0.503406, 4.67241e-07, 0.113554, 372.136, 0.103705
0.503253, 4.71944e-07, 0.178542, 372.119, 0.129797
0.503125, 4.7609e-07, 0.170981, 372.05, 0.127767
0.503015, 4.80725e-07, 0.237967, 372.037, 0.150709
0.502921, 4.84803e-07, 0.198834, 371.938, 0.138624
0.502847, 4.89363e-07, 0.244193, 371.906, 0.153724
0.502782, 4.93373e-07, 0.177037, 371.781, 0.131809
0.502739, 4.97854e-07, 0.191211, 371.721, 0.137128
0.5027, 5.01797e-07, 0.119564, 371.592, 0.109379
0.502681, 5.06195e-07, 0.113176, 371.515, 0.106568
0.502662, 5.11043e-07, 0.153266, 371.485, 0.124461
0.502667, 5.15368e-07, 0.126376, 371.388, 0.113301
0.502674, 5.20133e-07, 0.151, 371.346, 0.124396
0.5027, 5.24381e-07, 0.107975, 371.235, 0.105564
0.502729, 5.29063e-07, 0.113314, 371.175, 0.108729
0.502782, 5.34278e-07, 0.171657, 371.152, 0.133621
0.50283, 5.38879e-07, 0.157759, 371.076, 0.128847
0.502906, 5.44004e-07, 0.211354, 371.051, 0.149124
0.50297, 5.48525e-07, 0.169186, 370.948, 0.134272
0.503062, 5.53556e-07, 0.199803, 370.902, 0.146004
0.503141, 5.57997e-07, 0.138524, 370.783, 0.122472
0.503247, 5.62932e-07, 0.143711, 370.714, 0.12487
0.503361, 5.68386e-07, 0.212029, 370.711, 0.152136
0.503482, 5.73233e-07, 0.192176, 370.619, 0.145139
0.503609, 5.78591e-07, 0.250842, 370.61, 0.166434
0.503741, 5.83346e-07, 0.197768, 370.486, 0.148192
0.503879, 5.88608e-07, 0.227415, 370.45, 0.15959
0.504019, 5.93269e-07, 0.155219, 370.31, 0.132316
0.504167, 5.98434e-07, 0.156541, 370.247, 0.133558
0.504349, 6.04147e-07, 0.228243, 370.238, 0.161205
0.504504, 6.09223e-07, 0.201207, 370.149, 0.152181
0.504695, 6.14824e-07, 0.259186, 370.128, 0.172815
0.504856, 6.19809e-07, 0.19865, 370.008, 0.152199
0.505052, 6.25297e-07, 0.225312, 369.959, 0.162256
0.505219, 6.3019e-07, 0.149283, 369.825, 0.13301
0.505419, 6.35567e-07, 0.148556, 369.751, 0.132864
0.505506, 6.38019e-07, 0.119556, 369.693, 0.119869
0.505713, 6.43273e-07, 0.104017, 369.606, 0.111982
0.505935, 6.49136e-07, 0.130421, 369.563, 0.125841
0.506142, 6.54281e-07, 0.0984977, 369.462, 0.109691
0.506365, 6.60032e-07, 0.10865, 369.405, 0.115733
0.506624, 6.66337e-07, 0.17228, 369.387, 0.145429
0.506848, 6.71996e-07, 0.166694, 369.317, 0.143779
0.507109, 6.78164e-07, 0.233944, 369.304, 0.170279
0.507332, 6.83729e-07, 0.197519, 369.207, 0.157318
0.507593, 6.89763e-07, 0.244613, 369.176, 0.175164
0.507815, 6.95228e-07, 0.179236, 369.052, 0.150862
0.508075, 7.01134e-07, 0.195208, 368.993, 0.157593
0.508297, 7.06489e-07, 0.123403, 368.863, 0.126255
0.508554, 7.12276e-07, 0.117774, 368.786, 0.12351
0.508843, 7.19122e-07, 0.188979, 368.783, 0.156758
0.509111, 7.25027e-07, 0.188122, 368.709, 0.156628
0.509228, 7.27783e-07, 0.151632, 368.644, 0.141268
0.509496, 7.33553e-07, 0.13192, 368.552, 0.131987
0.509782, 7.40127e-07, 0.165674, 368.516, 0.148411
0.510045, 7.45766e-07, 0.125129, 368.407, 0.129343
0.510326, 7.52211e-07, 0.138247, 368.353, 0.136524
0.510649, 7.59118e-07, 0.219246, 368.352, 0.171704
0.510925, 7.6548e-07, 0.21243, 368.282, 0.169789
0.51118, 7.70858e-07, 0.118924, 368.124, 0.127631
0.511453, 7.77058e-07, 0.100414, 368.043, 0.118009
0.511764, 7.83677e-07, 0.124544, 367.991, 0.131332
0.512032, 7.89761e-07, 0.091274, 367.898, 0.113254
0.512337, 7.96238e-07, 0.0995728, 367.833, 0.118295
0.512666, 8.03683e-07, 0.153831, 367.813, 0.147294
0.512967, 8.09986e-07, 0.146826, 367.735, 0.144111
0.513289, 8.17322e-07, 0.200962, 367.718, 0.169064
0.513584, 8.2346e-07, 0.167119, 367.615, 0.154524
0.5139, 8.30669e-07, 0.20181, 367.582, 0.170383
0.514189, 8.36665e-07, 0.14554, 367.458, 0.145131
0.514499, 8.4372e-07, 0.154397, 367.401, 0.150095
0.514781, 8.49601e-07, 0.0960809, 367.278, 0.118906
0.515084, 8.56478e-07, 0.0891263, 367.207, 0.115144
0.515428, 8.63717e-07, 0.120411, 367.161, 0.133648
0.515724, 8.70479e-07, 0.0973182, 367.076, 0.120895
0.51606, 8.77548e-07, 0.11592, 367.021, 0.131891
0.51635, 8.84173e-07, 0.0811746, 366.926, 0.1112
0.516677, 8.91097e-07, 0.0849586, 366.858, 0.113788
0.517031, 8.9918e-07, 0.126302, 366.826, 0.138973
0.517352, 9.05905e-07, 0.115516, 366.746, 0.133114
0.517697, 9.13866e-07, 0.151974, 366.712, 0.153093
0.51801, 9.20415e-07, 0.120937, 366.613, 0.136902
0.518347, 9.28222e-07, 0.140198, 366.565, 0.147908
0.518652, 9.3463e-07, 0.0966158, 366.456, 0.123208
0.518981, 9.42248e-07, 0.0982551, 366.391, 0.124798
0.519351, 9.50128e-07, 0.14432, 366.359, 0.151016
0.519671, 9.5765e-07, 0.128327, 366.28, 0.143107
0.520033, 9.65313e-07, 0.166564, 366.242, 0.162984
0.520344, 9.72707e-07, 0.128804, 366.144, 0.144127
0.520696, 9.80193e-07, 0.147232, 366.089, 0.154136
0.521, 9.87415e-07, 0.0984585, 365.981, 0.126916
0.521342, 9.94767e-07, 0.0987633, 365.911, 0.127207
0.521531, 9.99251e-07, 0.124602, 365.9, 0.143216
