Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1403.77, 8.7825, 1774.34, 920777, 4.98524
1403.96, 8.84768, 1625.19, 920421, 5.51137
1405.9, 8.85931, 1647.81, 920417, 4.37427
1407.64, 8.91267, 1327.69, 919876, 3.25364
1410.16, 9.00236, 1610.97, 919684, 3.95574
1411.3, 9.07542, 1789.83, 919512, 4.58612
1414.03, 9.13491, 1702.73, 919344, 3.73013
1409.45, 9.19143, 1591.08, 918995, 4.10865
1406.45, 9.2429, 1590.09, 918599, 4.02412
1404.06, 9.30604, 1559.65, 918354, 4.20391
1409.29, 9.39533, 1680.69, 918298, 3.90159
1408.07, 9.47517, 1917.96, 918185, 4.7318
1411.76, 9.5691, 2054.48, 917844, 5.25193
1409.52, 9.63002, 1846.82, 917393, 4.92835
1406.87, 9.68273, 1424.82, 916927, 4.02875
1405.17, 9.74374, 1430.75, 916749, 3.83641
1403.7, 9.81085, 1546.07, 916575, 3.944
1403.7, 9.88888, 1842.01, 916477, 4.51412
1403.69, 9.95454, 1862.32, 916092, 4.80418
1404.29, 10.015, 1937.56, 915833, 4.32242
1402.39, 10.0752, 1554.15, 915307, 4.13
1400.23, 10.1267, 1394.43, 915112, 3.59263
1397.07, 10.196, 1648.18, 915036, 4.06891
1395.19, 10.2578, 1680.96, 914828, 4.37773
1393.02, 10.3228, 2037.88, 914797, 5.0077
1393.57, 10.3921, 1881.28, 914471, 4.90781
1394.7, 10.4596, 1681.04, 913926, 4.41361
1400.47, 10.5425, 1925.38, 913905, 3.75392
1400.03, 10.6125, 1848.98, 913527, 4.20704
1407.6, 10.7349, 2054.44, 913409, 4.80059
1406.18, 10.8073, 1941.9, 913204, 4.85686
1405.68, 10.8728, 1675.79, 912740, 4.34331
1405.4, 10.9464, 1738.26, 912500, 4.37864
1404.92, 11.0244, 2004.22, 912416, 4.91643
1404.64, 11.0944, 1830.61, 911945, 4.64349
1403.72, 11.1691, 2026, 911923, 5.02745
1403.67, 11.2381, 1815.17, 911330, 4.68812
1403.12, 11.3111, 1935.67, 911180, 4.85289
1403.1, 11.3788, 1692.63, 910811, 4.33993
1402.61, 11.4498, 1745.46, 910604, 4.35683
1402.99, 11.5321, 2043.6, 910527, 4.88679
1402.5, 11.601, 1873.81, 910086, 4.68793
1402.68, 11.6808, 2063.67, 910012, 5.01844
1402.35, 11.7509, 1913.99, 909603, 4.80204
1402.47, 11.8309, 2098.9, 909520, 5.13992
1402.32, 11.8999, 1860.43, 909166, 4.74924
1402.59, 11.9783, 1987.61, 908907, 4.94687
