Energy-Curvature, -Area, -Regularization, -Total ((pN.nm)); Mean Force (pN)
1492.41, 12.6198, 1620.55, 907287, 8.10495
1492.31, 12.7125, 1897.1, 907245, 9.96341
1492.11, 12.7909, 1853.41, 906948, 9.95438
1492.26, 12.8823, 2161.08, 906943, 11.6947
1492.35, 12.9596, 1995.71, 906537, 11.0018
1492.67, 13.0497, 2239.44, 906476, 12.2547
1493.01, 13.1265, 1957.72, 906045, 10.8558
1493.73, 13.2165, 2070.17, 905853, 11.4059
1494.8, 13.2957, 1778.14, 905326, 9.48541
1496.05, 13.3867, 1824.81, 905085, 9.46023
1497.98, 13.4871, 2071.06, 904861, 11.0995
1498.83, 13.5755, 1999.68, 904476, 10.3615
1500.41, 13.655, 1596.22, 903928, 7.55359
1502.56, 13.7476, 1563.01, 903722, 6.81004
1507.79, 13.8616, 1639.1, 903493, 7.15623
1516.95, 14.0055, 2055.85, 903390, 8.67489
1521.82, 14.1418, 2490.29, 903287, 12.1188
1514.83, 14.2208, 2542.78, 903046, 14.0015
1526.15, 14.3621, 2463.45, 902861, 12.9057
1519.85, 14.4471, 2528.91, 902498, 14.1422
1527.7, 14.5746, 2280.28, 901961, 12.2412
1542.63, 14.7443, 2407.51, 901839, 12.5538
1528.84, 14.7851, 1960.31, 901320, 10.1297
1532.29, 14.9134, 1946.08, 901019, 9.86553
1541.38, 15.0749, 2295.63, 900882, 11.287
1525.69, 15.108, 1997.29, 900382, 10.4517
1520.96, 15.1648, 2158.22, 900365, 7.7153
1513.95, 15.2372, 2105.58, 899894, 9.93683
1562.57, 15.5414, 2281.41, 899828, 6.94116
1525.97, 15.5471, 2544.96, 899805, 11.0391
1519.61, 15.6174, 2099.34, 899088, 10.4754
1526.15, 15.7593, 2401.08, 899082, 11.7602
1517.72, 15.8096, 2048.44, 898292, 10.5882
1523.47, 15.9408, 2280.47, 898230, 11.3036
1514.84, 15.9824, 1901.96, 897663, 9.61375
1524.78, 16.1311, 2047.12, 897470, 9.6145
1520.28, 16.1972, 1540.18, 896770, 16.47
1580.31, 16.5725, 2096.8, 896663, 15.5175
1615.8, 16.8221, 1687.47, 895819, 17.0454
1653.19, 17.0901, 1406.1, 895054, 15.0825
1679.54, 17.2976, 757.113, 894092, 10.2435
1707.4, 17.5245, 690.435, 894011, 8.71376
1745.02, 17.8423, 1074.86, 893885, 12.166
1776.27, 18.1179, 1319.71, 893444, 14.3442
1801.38, 18.3508, 1283.3, 893019, 13.4497
1824.81, 18.5618, 1040.91, 892533, 9.94685
1861.66, 18.8383, 1221.32, 892520, 8.98285
1876.82, 19.1121, 1397.49, 892163, 13.2974
1901.99, 19.3634, 1300.93, 891635, 10.9916
1902.83, 19.5174, 981.34, 891174, 10.819
1909.1, 19.7081, 1146.26, 891077, 12.3554
1922.28, 19.9012, 1085.07, 890595, 11.9149
1938.4, 20.0928, 1227.04, 890409, 9.13916
1951.53, 20.3312, 1346.16, 890218, 12.3217
1967.51, 20.5187, 1335.78, 889860, 9.00654
1976.24, 20.723, 1576.23, 889773, 11.6527
2042.62, 21.1069, 1682.99, 889697, 7.94026
2003.3, 21.2341, 2025.79, 889623, 12.9478
2012.76, 21.4346, 1491.1, 888823, 12.3039
2021.61, 21.6473, 1785.22, 888697, 13.8045
2030.38, 21.8469, 1518.84, 888122, 13.7587
2045.35, 21.9493, 1468.95, 887920, 8.03655
2037.64, 22.1105, 1426.77, 887566, 10.0367
2036.79, 22.264, 1359.95, 887302, 10.1834
2036.24, 22.4356, 1661.63, 887273, 11.9577
2042.25, 22.6175, 1376.69, 886888, 11.4161
2045.29, 22.7978, 1850.62, 886851, 12.8914
2053.91, 22.9945, 1508.77, 886196, 11.8168
2059.86, 23.091, 1469.77, 886052, 3.33608
2077.48, 23.3835, 1498.87, 885607, 4.70163
2081.45, 23.4223, 1518.27, 885571, 3.78683
2088.02, 23.5653, 1440.37, 885319, 3.2861
2094.4, 23.7906, 1298.97, 885044, 3.76833
2109.03, 24.0396, 1343.9, 884761, 4.01137
2114.93, 24.2668, 1599.1, 884512, 7.23877
2147.7, 24.4513, 1627.84, 884449, 4.84559
2145.28, 24.4801, 1612.12, 884344, 3.92741
2135.63, 24.709, 1518.02, 883955, 4.69454
2145.96, 24.9878, 1805.08, 883784, 6.3602
2169.84, 25.2587, 2096.04, 883758, 3.56088
2152.31, 25.4974, 1797.23, 883074, 4.41502
2160.79, 25.7159, 1803.62, 882845, 4.26748
2140.64, 25.8815, 1862.78, 882546, 5.30419
2132.78, 26.0385, 2193.7, 882514, 5.99468
2133.6, 26.2386, 1671.45, 881890, 5.84299
2129.07, 26.3946, 1925.5, 881659, 6.45159
2155.54, 26.7135, 1858.97, 881245, 6.13343
2132.12, 26.7976, 1687.73, 880893, 6.6217
